1963
2052
2360
3045
1359
4110
4064
4574
6439
4562
3493
3152
2005
2142
2338
3927
1269
4194
4517
4982
6516
5472
5324
4872
1964
1987
3154
2258
1989
4327
3693
6030
5230
5038
4171
2871
2126
2751
2219
3193
1963
4207
4051
5093
5712
5767
3597
2876
2116
2183
1911
4636
1701
4065
4767
4799
5715
6308
3633
3037
2097
2331
2629
3362
1949
4788
4884
4900
6944
6723
5254
4816
2008
2231
2118
3597
1821
5232
4090
5139
6681
5081
4045
3437
2000
2183
4167
2744
2020
5725
4180
5857
6337
5404
4514
3059
2134
2660
3038
3919
2562
5143
4382
5875
6042
5474
4013
3102
2014
2486
2097
3913
2168
4457
4331
5528
5822
5717
3873
3826
1832
1854
2598
2555
2007
4561
4574
4470
5372
4682
2884
2543
1900
